,vehicle_id,time,longitude,latitude
3282,51,23,697.89,782.87
3283,53,23,670.1,270.32
3284,54,23,712.57,356.87
3285,51,24,696.99,808.63
3286,53,24,684.97,270.88
3287,54,24,712.02,378.99
3288,55,24,1095.61,154.11
3289,51,25,696.48,833.5
3290,53,25,695.35,271.27
3291,54,25,711.15,399.08
3292,55,25,1082.31,153.75
3293,51,26,694.97,859.03
3294,53,26,701.24,271.49
3295,54,26,710.62,414.67
3296,55,26,1069.48,153.41
3297,51,27,693.6,884.74
3298,53,27,708.74,272.28
3299,54,27,710.19,427.21
3300,55,27,1056.18,153.05
3301,51,28,692.57,910.34
3302,53,28,714.85,277.5
3303,54,28,707.69,434.7
3304,55,28,1043.15,152.7
3305,51,29,691.61,935.67
3306,53,29,715.14,286.08
3307,54,29,701.17,436.82
3308,55,29,1030.34,152.36
3309,51,30,690.8,960.91
3310,53,30,714.63,297.06
3311,54,30,691.84,436.46
3312,55,30,1017.51,152.01
3313,51,31,689.46,985.62
3314,53,31,714.0,310.5
3315,54,31,680.3,436.01
3316,55,31,1004.35,151.66
3317,51,32,688.46,1005.84
3318,53,32,713.25,326.32
3319,54,32,666.96,435.49
3320,55,32,991.12,151.3
3321,51,33,687.64,1021.56
3322,53,33,712.82,344.57
3323,54,33,653.45,434.78
3324,55,33,977.8,150.94
3325,51,34,686.99,1033.04
3326,53,34,712.4,365.21
3327,54,34,640.77,434.03
3328,55,34,964.56,150.58
3329,51,35,686.56,1040.68
3330,53,35,711.64,387.49
3331,54,35,627.23,433.23
3332,55,35,951.36,150.23
3333,51,36,688.41,1043.49
3334,53,36,710.73,411.31
3335,54,36,614.36,432.6
3336,55,36,938.3,149.79
3337,51,37,689.8,1040.18
3338,53,37,709.91,434.83
3339,54,37,600.85,432.14
3340,55,37,925.52,149.29
3341,51,38,690.1,1034.83
3342,53,38,709.05,457.96
3343,54,38,586.96,431.79
3344,55,38,911.7,148.77
3345,51,39,690.5,1027.67
3346,53,39,708.19,481.54
3347,54,39,574.18,431.54
3348,55,39,898.68,148.29
3349,51,40,691.03,1018.4
3350,53,40,707.29,505.12
3351,54,40,561.01,431.28
3352,55,40,885.15,147.78
3353,56,40,382.07,597.35
3354,51,41,691.6,1007.16
3355,53,41,706.4,529.44
3356,54,41,548.34,430.74
3357,55,41,872.24,147.3
3358,56,41,379.82,598.51
3359,51,42,692.26,993.84
3360,53,42,705.59,551.4
3361,54,42,534.84,429.96
3362,55,42,859.66,146.83
3363,56,42,376.21,600.37
3364,51,43,692.99,979.2
3365,53,43,704.95,568.86
3366,54,43,522.89,429.26
3367,55,43,845.88,146.31
3368,56,43,370.82,603.16
3369,51,44,693.81,963.09
3370,53,44,704.47,582.13
3371,54,44,514.59,428.77
3372,55,44,832.06,145.8
3373,56,44,363.41,606.98
3374,51,45,694.44,945.39
3375,53,45,704.33,590.9
3376,54,45,510.55,428.54
3377,55,45,819.3,145.32
3378,56,45,353.8,611.95
3379,51,46,695.19,925.61
3380,53,46,704.29,595.9
3381,54,46,504.98,428.23
3382,55,46,806.62,144.85
3383,56,46,348.18,614.84
3384,51,47,696.04,903.46
3385,53,47,706.3,598.22
3386,54,47,497.32,427.82
3387,55,47,793.69,144.36
3388,56,47,345.98,616.09
3389,51,48,697.02,879.9
3390,53,48,707.49,595.95
3391,54,48,488.1,427.34
3392,55,48,780.69,143.88
3393,56,48,345.77,618.38
3394,51,49,698.43,854.27
3395,53,49,707.52,591.51
3396,54,49,477.4,426.8
3397,55,49,767.44,143.38
3398,56,49,347.86,618.6
3399,51,50,699.71,829.04
3400,53,50,707.6,585.26
3401,54,50,464.82,426.16
3402,55,50,754.63,142.91
3403,56,50,351.11,616.93
3404,51,51,700.37,803.53
3405,53,51,707.84,577.47
3406,54,51,451.03,425.45
3407,55,51,742.44,142.45
3408,56,51,355.75,614.53
3409,51,52,701.25,778.19
3410,53,52,708.17,568.37
3411,54,52,438.13,424.75
3412,55,52,734.36,142.15
3413,56,52,362.35,611.12
3414,51,53,702.12,753.4
3415,53,53,708.58,557.27
3416,54,53,424.31,423.98
3417,55,53,729.94,141.98
3418,56,53,370.8,606.76
3419,51,54,703.25,727.55
3420,53,54,709.06,544.0
3421,54,54,411.45,423.27
3422,55,54,723.84,143.16
3423,56,54,380.54,601.74
3424,51,55,703.81,702.38
3425,53,55,709.63,528.59
3426,54,55,397.54,422.47
3427,55,55,719.6,150.42
3428,56,55,390.82,596.54
3429,51,56,704.97,677.63
3430,53,56,710.29,510.59
3431,54,56,384.8,421.69
3432,55,56,718.89,158.33
3433,56,56,402.04,594.65
3434,57,56,569.13,1092.38
3435,51,57,705.34,652.9
3436,53,57,711.06,490.49
3437,54,57,372.16,420.87
3438,55,57,718.66,168.32
3439,56,57,413.56,595.18
3440,57,57,560.11,1069.05
3441,53,58,711.89,467.93
3442,54,58,358.34,419.98
3443,55,58,718.39,179.98
3444,56,58,425.26,595.71
3445,57,58,551.36,1046.44
3446,54,59,345.37,419.14
3447,55,59,718.08,193.18
3448,56,59,437.56,596.27
3449,57,59,542.32,1023.07
3450,54,00,332.11,418.28
3451,55,00,717.64,208.77
3452,56,00,448.92,596.79
3453,57,00,533.18,999.46
3454,54,01,318.52,417.4
3455,55,01,716.95,226.4
3456,56,01,460.85,597.33
3457,57,01,524.37,976.68
3458,54,02,304.85,416.51
3459,55,02,716.19,246.11
3460,56,02,473.31,597.9
3461,57,02,515.53,953.83
3462,54,03,291.91,416.32
3463,55,03,715.55,267.32
3464,56,03,484.91,598.43
3465,57,03,506.7,931.01
3466,54,04,280.2,422.22
3467,55,04,715.02,288.6
3468,56,04,496.29,598.93
3469,57,04,497.62,907.55
3470,54,05,268.87,429.04
3471,55,05,714.01,310.34
3472,56,05,507.84,599.4
3473,57,05,489.74,887.17
3474,54,06,258.99,435.0
3475,55,06,713.08,331.65
3476,56,06,519.07,599.81
3477,57,06,488.17,868.17
3478,54,07,251.48,439.52
3479,55,07,712.64,353.35
3480,56,07,531.04,600.24
3481,57,07,488.6,852.86
3482,54,08,247.84,441.72
3483,55,08,712.2,374.93
3484,56,08,542.4,600.66
3485,57,08,489.0,838.11
3486,54,09,247.03,443.82
3487,55,09,711.24,396.47
3488,56,09,554.54,601.21
3489,57,09,489.5,822.74
3490,54,10,249.31,444.56
3491,55,10,710.49,418.46
3492,56,10,565.98,601.85
3493,57,10,490.08,806.98
3494,54,11,253.22,442.21
3495,55,11,709.72,440.0
3496,56,11,578.3,602.53
3497,57,11,490.63,792.02
3498,58,11,605.45,450.14
3499,54,12,258.71,438.9
3500,55,12,708.91,461.85
3501,56,12,586.13,602.97
3502,57,12,491.2,776.66
3503,58,12,605.35,452.62
3504,54,13,266.03,434.49
3505,55,13,708.1,483.91
3506,56,13,596.27,603.39
3507,57,13,491.78,761.41
3508,58,13,605.19,456.97
3509,54,14,274.52,429.38
3510,55,14,707.28,505.38
3511,56,14,607.69,603.75
3512,57,14,492.54,745.9
3513,58,14,604.95,463.16
3514,54,15,284.6,423.3
3515,55,15,706.47,527.46
3516,56,15,619.26,604.47
3517,57,15,493.32,730.33
3518,58,15,604.62,471.74
3519,55,16,705.67,549.17
3520,56,16,630.51,605.2
3521,57,16,494.08,715.15
3522,58,16,604.2,482.88
3523,55,17,704.87,571.07
3524,56,17,642.12,605.96
3525,57,17,494.87,699.52
3526,58,17,603.71,495.75
3527,55,18,704.32,592.11
3528,56,18,654.53,606.73
3529,57,18,495.66,683.87
3530,58,18,603.21,508.67
3531,55,19,703.77,613.32
3532,56,19,666.87,607.25
3533,57,19,496.45,668.1
3534,58,19,602.7,522.19
3535,55,20,703.12,634.75
3536,56,20,678.9,607.66
3537,57,20,497.25,652.29
3538,58,20,602.19,535.61
3539,56,21,688.25,607.98
3540,57,21,498.04,636.55
3541,58,21,601.68,548.85
3542,56,22,694.54,608.19
3543,57,22,498.78,621.91
3544,58,22,601.15,562.8
3545,56,23,701.31,607.75
3546,57,23,499.29,611.76
3547,58,23,600.63,576.6
3548,56,24,706.15,603.22
3549,57,24,499.57,606.11
3550,58,24,600.21,587.53
3551,56,25,707.49,595.63
3552,57,25,502.43,599.91
3553,58,25,598.32,595.82
3554,56,26,707.6,585.56
3555,57,26,508.95,599.44
3556,58,26,591.73,599.83
3557,56,27,707.97,573.76
3558,57,27,518.14,599.77
3559,58,27,583.64,599.62
3560,59,27,704.31,592.74
3561,56,28,708.5,559.37
3562,57,28,529.52,600.19
3563,58,28,573.17,599.04
3564,59,28,704.3,594.58
3565,56,29,709.11,542.86
3566,57,29,543.41,600.7
3567,58,29,560.41,598.33
3568,59,29,704.99,597.91
3569,56,30,709.79,524.2
3570,57,30,558.55,601.44
3571,58,30,547.23,597.66
3572,59,30,706.96,597.62
3573,56,31,710.49,505.25
3574,57,31,572.95,602.24
3575,58,31,533.8,597.14
3576,59,31,707.49,595.12
3577,56,32,711.23,486.12
3578,57,32,582.87,602.79
3579,58,32,519.67,596.62
3580,59,32,707.53,590.42
3581,56,33,711.93,467.06
3582,57,33,588.29,603.09
3583,58,33,509.29,596.24
3584,59,33,707.63,584.09
3585,56,34,712.63,447.93
3586,57,34,595.45,603.36
3587,58,34,503.4,596.35
3588,59,34,707.92,575.22
3589,56,35,713.31,429.27
3590,57,35,604.92,603.66
3591,58,35,497.76,599.88
3592,59,35,708.32,564.26
3593,56,36,713.87,413.04
3594,57,36,616.48,604.29
3595,58,36,496.32,607.09
3596,59,36,708.81,550.89
3597,56,37,714.28,401.31
3598,57,37,629.87,605.16
3599,58,37,495.82,617.04
3600,59,37,709.39,535.08
3601,56,38,714.65,394.09
3602,57,38,645.01,606.15
3603,58,38,495.24,628.54
3604,59,38,710.07,516.72
3605,56,39,716.15,387.47
3606,57,39,660.33,607.01
3607,58,39,494.54,642.53
3608,59,39,710.82,496.65
3609,56,40,721.79,384.14
3610,57,40,674.97,607.53
3611,58,40,493.86,656.0
3612,59,40,711.59,476.24
3613,56,41,731.28,384.24
3614,57,41,685.61,607.89
3615,58,41,493.17,669.61
3616,59,41,712.36,455.31
3617,56,42,742.84,384.66
3618,57,42,692.84,608.13
3619,58,42,492.51,682.67
3620,59,42,713.11,434.66
3621,56,43,754.96,385.11
3622,57,43,702.39,607.24
3623,58,43,491.82,696.51
3624,59,43,713.84,413.99
3625,60,43,345.24,632.31
3626,56,44,767.14,385.56
3627,57,44,707.17,599.19
3628,58,44,491.15,709.77
3629,59,44,714.58,393.32
3630,60,44,346.28,634.04
3631,56,45,779.35,386.02
3632,57,45,707.53,590.09
3633,58,45,490.47,723.26
3634,59,45,715.45,372.6
3635,60,45,347.98,636.9
3636,56,46,790.93,386.44
3637,58,46,489.8,736.5
3638,59,46,715.86,352.08
3639,60,46,350.91,641.8
3640,56,47,803.21,386.89
3641,58,47,489.11,750.28
3642,59,47,716.29,330.89
3643,60,47,355.0,648.66
3644,56,48,811.16,387.19
3645,58,48,488.49,763.4
3646,59,48,717.25,309.43
3647,60,48,360.4,657.71
3648,56,49,814.6,387.32
3649,58,49,487.99,776.98
3650,59,49,718.22,288.76
3651,60,49,367.08,668.9
3652,56,50,817.05,385.99
3653,58,50,487.49,790.51
3654,59,50,718.74,268.24
3655,60,50,374.44,681.24
3656,56,51,816.0,384.43
3657,58,51,487.01,803.6
3658,59,51,719.34,247.37
3659,60,51,382.82,695.29
3660,56,52,813.88,384.09
3661,58,52,486.49,817.66
3662,59,52,720.16,226.28
3663,60,52,392.03,710.72
3664,56,53,809.37,383.92
3665,58,53,486.01,830.78
3666,59,53,720.96,205.53
3667,60,53,402.52,728.3
3668,56,54,802.3,383.66
3669,58,54,485.64,843.95
3670,59,54,721.44,186.37
3671,60,54,414.3,748.05
3672,56,55,793.58,383.33
3673,58,55,485.36,854.2
3674,59,55,721.79,171.44
3675,60,55,426.17,767.93
3676,56,56,783.13,382.95
3677,58,56,485.19,860.24
3678,59,56,722.03,161.0
3679,60,56,437.98,787.73
3680,56,57,771.77,382.53
3681,58,57,485.17,862.99
3682,59,57,722.4,155.09
3683,60,57,449.94,807.78
3684,56,58,759.41,382.08
3685,58,58,487.59,864.02
3686,59,58,725.56,151.56
3687,60,58,461.08,826.45
3688,61,58,592.8,832.36
3689,58,59,488.38,860.89
3690,59,59,731.2,151.45
3691,60,59,468.32,842.04
3692,61,59,593.49,817.06
3693,58,00,488.53,855.18
3694,59,00,738.64,151.74
3695,60,00,473.21,854.3
3696,61,00,594.05,801.95
3697,58,01,488.75,847.13
3698,59,01,748.37,152.12
3699,60,01,476.48,862.47
3700,61,01,594.57,787.7
3701,58,02,489.02,837.28
3702,59,02,759.93,152.57
3703,60,02,478.56,866.16
3704,61,02,595.11,773.27
3705,58,03,489.4,825.63
3706,59,03,772.97,153.07
3707,60,03,483.58,868.38
3708,61,03,595.66,758.32
3709,58,04,489.89,812.13
3710,59,04,785.48,153.56
3711,60,04,487.73,864.51
3712,61,04,596.23,742.99
3713,58,05,490.41,798.01
3714,59,05,798.63,154.07
3715,60,05,488.46,858.06
3716,61,05,596.77,728.36
3717,58,06,490.94,783.83
3718,59,06,811.81,154.59
3719,60,06,488.69,849.39
3720,61,06,597.3,714.02
3721,58,07,491.42,770.65
3722,59,07,824.67,155.09
3723,60,07,488.98,839.03
3724,61,07,597.84,699.3
3725,59,08,837.73,155.59
3726,60,08,489.38,826.26
3727,61,08,598.38,684.69
3728,59,09,850.76,156.1
3729,60,09,489.92,811.51
3730,61,09,598.94,669.72
3731,59,10,864.05,156.62
3732,60,10,490.43,797.71
3733,61,10,599.48,654.89
3734,59,11,877.2,157.13
3735,60,11,490.93,783.9
3736,61,11,600.01,639.42
3737,59,12,889.85,157.62
3738,60,12,491.49,768.88
3739,61,12,600.48,624.66
3740,59,13,903.11,158.14
3741,60,13,492.09,754.91
3742,61,13,601.34,609.92
3743,59,14,916.28,158.65
3744,60,14,492.79,740.92
3745,61,14,602.8,594.59
3746,62,14,1095.61,154.11
3747,59,15,928.69,159.13
3748,60,15,493.53,726.18
3749,61,15,603.69,580.01
3750,62,15,1082.62,153.76
3751,59,16,941.54,159.68
3752,60,16,494.25,711.76
3753,61,16,604.25,565.36
3754,62,16,1069.52,153.41
3755,59,17,954.27,160.0
3756,60,17,494.99,697.07
3757,61,17,604.79,551.07
3758,62,17,1055.66,153.04
3759,59,18,967.5,160.32
3760,60,18,495.74,682.29
3761,61,18,605.34,536.73
3762,62,18,1042.3,152.68
3763,59,19,980.48,160.63
3764,60,19,496.44,668.36
3765,61,19,605.89,522.22
3766,62,19,1028.4,152.3
3767,59,20,993.28,160.94
3768,60,20,497.17,653.74
3769,61,20,606.46,507.34
3770,62,20,1015.27,151.95
3771,59,21,1005.49,161.23
3772,60,21,497.87,639.96
3773,61,21,607.03,492.48
3774,62,21,1001.94,151.59
3775,59,22,1018.28,161.53
3776,60,22,498.59,625.58
3777,61,22,607.57,478.12
3778,62,22,988.81,151.24
3779,59,23,1030.97,161.84
3780,60,23,499.11,615.25
3781,61,23,608.12,463.92
3782,62,23,975.39,150.88
3783,59,24,1044.22,162.16
3784,60,24,499.48,607.92
3785,61,24,608.48,454.21
3786,62,24,961.29,150.5
3787,59,25,1056.88,162.46
3788,60,25,500.58,601.58
3789,61,25,608.71,448.2
3790,62,25,947.39,150.12
3791,59,26,1069.53,162.76
3792,60,26,506.05,599.33
3793,61,26,608.24,439.8
3794,62,26,934.04,149.61
3795,59,27,1081.72,163.05
3796,60,27,513.9,599.62
3797,61,27,601.65,432.88
3798,62,27,921.19,149.13
3799,59,28,1094.58,163.36
3800,60,28,523.93,599.98
3801,61,28,591.71,431.89
3802,62,28,907.99,148.63
3803,60,29,535.43,600.41
3804,61,29,579.32,431.64
3805,62,29,895.06,148.15
3806,60,30,548.28,600.92
3807,61,30,565.2,431.36
3808,62,30,881.93,147.66
3809,63,30,509.11,428.45
3810,60,31,562.57,601.66
3811,61,31,550.16,430.85
3812,62,31,869.02,147.18
3813,63,31,507.6,429.65
3814,60,32,575.58,602.38
3815,61,32,535.41,429.99
3816,62,32,855.76,146.68
3817,63,32,509.08,431.66
3818,60,33,584.46,602.88
3819,61,33,523.95,429.32
3820,62,33,842.27,146.18
3821,63,33,514.01,431.94
3822,60,34,588.85,603.12
3823,61,34,514.81,428.79
3824,62,34,829.28,145.69
3825,63,34,520.3,432.31
3826,60,35,594.89,603.35
3827,61,35,510.16,428.51
3828,62,35,815.61,145.18
3829,63,35,528.27,432.77
3830,60,36,602.64,603.59
3831,61,36,507.43,429.99
3832,62,36,802.65,144.7
3833,63,36,537.89,433.33
3834,60,37,612.2,604.01
3835,61,37,510.15,431.72
3836,62,37,788.78,144.18
3837,63,37,550.03,434.04
3838,60,38,624.25,604.79
3839,61,38,516.05,432.06
3840,62,38,774.99,143.67
3841,63,38,563.44,434.53
3842,60,39,638.34,605.71
3843,61,39,524.37,432.55
3844,62,39,762.04,143.18
3845,63,39,576.22,434.78
3846,60,40,652.05,606.6
3847,61,40,534.65,433.15
3848,62,40,748.34,142.67
3849,63,40,588.64,435.02
3850,60,41,665.86,607.22
3851,61,41,547.19,433.88
3852,62,41,737.49,142.27
3853,63,41,601.46,435.35
3854,60,42,679.94,607.69
3855,61,42,561.83,434.5
3856,62,42,730.71,142.01
3857,63,42,614.13,435.78
3858,60,43,689.53,608.02
3859,61,43,576.58,434.79
3860,62,43,722.71,144.23
3861,63,43,627.76,436.47
3862,60,44,695.56,608.22
3863,61,44,590.89,435.06
3864,62,44,719.38,152.52
3865,63,44,640.26,437.21
3866,60,45,702.96,606.86
3867,62,45,718.84,160.69
3868,63,45,653.16,437.98
3869,64,45,647.08,603.07
3870,60,46,707.1,599.75
3871,62,46,718.59,171.36
3872,63,46,665.74,438.63
3873,64,46,644.72,602.92
3874,60,47,707.53,590.88
3875,62,47,718.29,184.11
3876,63,47,678.47,439.13
3877,64,47,640.19,602.62
3878,60,48,707.76,579.53
3879,62,48,717.96,198.34
3880,63,48,690.44,439.6
3881,64,48,633.65,602.2
3882,60,49,708.27,565.61
3883,62,49,717.42,214.3
3884,63,49,697.92,439.89
3885,64,49,624.91,601.63
3886,60,50,708.85,549.73
3887,62,50,716.74,231.94
3888,63,50,706.93,439.11
3889,64,50,615.26,601.0
3890,60,51,709.51,531.91
3891,62,51,715.96,251.92
3892,63,51,712.36,433.25
3893,64,51,610.1,600.67
3894,60,52,710.23,512.21
3895,62,52,715.46,273.65
3896,63,52,713.47,424.67
3897,64,52,602.51,600.38
3898,60,53,711.05,490.69
3899,62,53,714.69,295.63
3900,63,53,713.85,413.79
3901,64,53,592.53,600.07
3902,60,54,711.9,467.67
3903,62,54,713.68,317.03
3904,63,54,714.3,400.65
3905,64,54,580.59,599.45
3906,60,55,712.71,445.61
3907,62,55,712.92,339.48
3908,63,55,714.95,385.17
3909,64,55,568.4,598.77
3910,60,56,713.52,423.33
3911,62,56,712.49,360.83
3912,63,56,715.54,367.92
3913,64,56,556.14,598.09
3914,60,57,714.32,400.05
3915,62,57,711.88,382.16
3916,63,57,715.92,348.98
3917,64,57,543.28,597.49
3918,60,58,715.34,376.47
3919,62,58,710.96,404.69
3920,63,58,716.37,328.6
3921,64,58,531.32,597.05
3922,60,59,715.85,352.61
3923,62,59,710.21,426.53
3924,63,59,717.27,309.02
3925,64,59,519.31,596.61
3926,60,00,716.31,330.28
3927,62,00,709.38,449.01
3928,63,00,718.01,293.29
3929,64,00,506.9,596.16
3930,60,01,717.11,312.4
3931,62,01,708.57,471.11
3932,63,01,718.54,282.04
3933,64,01,494.25,595.64
3934,65,01,-0.58,6.11
3935,60,02,717.78,298.1
3936,62,02,707.77,492.9
3937,63,02,719.21,275.05
3938,64,02,481.9,595.09
3939,65,02,0.29,23.58
3940,60,03,718.25,288.22
3941,62,03,706.94,514.48
3942,63,03,720.78,269.11
3943,64,03,469.63,594.53
3944,65,03,7.48,41.1
3945,60,04,718.63,281.06
3946,62,04,706.14,536.41
3947,63,04,725.23,271.4
3948,64,04,457.6,593.98
3949,65,04,17.26,58.09
3950,60,05,719.39,273.21
3951,62,05,705.35,557.85
3952,63,05,730.81,273.39
3953,64,05,445.8,593.44
3954,65,05,26.54,74.22
3955,60,06,723.53,268.88
3956,62,06,704.73,574.79
3957,63,06,739.08,273.69
3958,64,06,433.22,592.87
3959,65,06,35.89,90.48
3960,60,07,728.19,273.29
3961,62,07,704.35,587.97
3962,63,07,749.15,274.06
3963,64,07,420.49,592.29
3964,65,07,45.36,106.94
3965,60,08,737.74,273.64
3966,62,08,704.28,596.67
3967,63,08,760.85,274.53
3968,64,08,407.54,591.7
3969,65,08,54.86,123.46
3970,60,09,749.56,274.07
3971,62,09,702.52,603.14
3972,63,09,773.41,275.03
3973,64,09,394.69,591.78
3974,65,09,64.28,139.82
3975,60,10,763.27,274.62
3976,62,10,695.97,605.04
3977,63,10,785.88,275.53
3978,64,10,383.35,596.69
3979,65,10,73.48,155.82
3980,60,11,775.96,275.13
3981,62,11,686.45,604.72
3982,63,11,798.82,276.04
3983,64,11,372.18,602.45
3984,65,11,83.22,172.75
3985,60,12,788.39,275.63
3986,62,12,675.4,604.34
3987,63,12,811.41,276.55
3988,64,12,361.55,607.95
3989,65,12,92.45,188.78
3990,60,13,801.08,276.13
3991,62,13,662.17,603.89
3992,63,13,824.79,277.08
3993,64,13,353.28,612.21
3994,65,13,101.6,204.7
3995,60,14,814.73,276.68
3996,62,14,649.03,603.2
3997,63,14,837.87,277.61
3998,64,14,348.43,614.72
3999,65,14,110.92,220.89
4000,60,15,827.59,277.19
4001,62,15,635.35,602.31
4002,63,15,850.63,278.12
4003,64,15,342.85,616.79
4004,65,15,120.49,237.53
4005,60,16,840.39,277.71
4006,62,16,622.3,601.46
4007,63,16,863.35,278.63
4008,64,16,338.04,613.65
4009,65,16,128.19,250.92
4010,60,17,853.08,278.21
4011,63,17,876.57,279.15
4012,64,17,334.3,607.0
4013,65,17,133.96,260.94
4014,66,17,603.55,583.58
4015,60,18,866.47,278.75
4016,63,18,889.86,279.69
4017,64,18,329.52,598.54
4018,65,18,138.07,268.1
4019,66,18,603.61,582.18
4020,60,19,880.2,279.3
4021,63,19,902.46,280.19
4022,64,19,323.93,588.62
4023,65,19,143.11,272.67
4024,66,19,603.71,579.46
4025,60,20,892.98,279.81
4026,63,20,915.95,280.73
4027,64,20,317.23,576.74
4028,65,20,148.82,271.9
4029,66,20,603.91,574.34
4030,60,21,905.77,280.32
4031,63,21,929.55,281.27
4032,64,21,309.29,562.67
4033,65,21,154.29,268.94
4034,66,21,604.16,567.82
4035,60,22,919.22,280.86
4036,63,22,942.1,281.77
4037,64,22,300.68,547.41
4038,65,22,161.5,264.72
4039,66,22,604.46,559.82
4040,60,23,932.7,281.4
4041,63,23,955.11,282.25
4042,64,23,291.06,530.36
4043,65,23,169.94,259.79
4044,66,23,604.85,549.66
4045,60,24,945.38,281.89
4046,63,24,968.32,282.75
4047,64,24,280.88,512.31
4048,65,24,179.7,254.09
4049,66,24,605.31,537.39
4050,60,25,958.91,282.4
4051,63,25,980.87,283.22
4052,64,25,271.12,495.0
4053,65,25,189.56,248.33
4054,66,25,605.75,525.94
4055,60,26,970.85,282.85
4056,63,26,993.37,283.69
4057,64,26,260.9,476.89
4058,65,26,201.23,246.61
4059,66,26,606.19,514.54
4060,60,27,983.42,283.32
4061,63,27,1007.04,284.21
4062,64,27,250.97,459.29
4063,65,27,212.96,247.17
4064,66,27,606.64,502.56
4065,60,28,996.61,283.81
4066,63,28,1019.65,284.68
4067,64,28,240.73,441.21
4068,65,28,224.2,247.7
4069,66,28,607.11,490.24
4070,60,29,1009.89,284.31
4071,63,29,1032.35,285.16
4072,64,29,230.85,423.91
4073,65,29,235.81,248.24
4074,66,29,607.57,478.11
4075,60,30,1022.54,284.79
4076,63,30,1045.4,285.65
4077,64,30,220.86,406.43
4078,65,30,246.98,248.77
4079,66,30,608.02,466.36
4080,60,31,1035.75,285.28
4081,63,31,1058.7,286.15
4082,64,31,210.87,388.96
4083,65,31,258.47,249.31
4084,66,31,608.43,455.66
4085,60,32,1048.65,285.77
4086,63,32,1071.41,286.62
4087,64,32,201.0,371.68
4088,65,32,269.91,249.84
4089,66,32,608.71,448.27
4090,60,33,1061.12,286.24
4091,63,33,1084.18,287.1
4092,64,33,190.93,354.07
4093,65,33,280.9,250.36
4094,66,33,608.23,439.66
4095,67,33,478.54,859.01
4096,60,34,1074.38,286.74
4097,63,34,1096.59,287.57
4098,64,34,180.71,336.19
4099,65,34,292.99,250.92
4100,66,34,603.34,433.89
4101,67,34,477.65,856.77
4102,60,35,1086.53,287.19
4103,64,35,170.74,318.74
4104,65,35,303.95,251.49
4105,66,35,595.13,431.96
4106,67,35,476.24,853.26
4107,64,36,160.71,301.2
4108,65,36,315.52,252.14
4109,66,36,584.04,431.74
4110,67,36,474.12,847.94
4111,64,37,150.95,284.12
4112,65,37,327.2,252.79
4113,66,37,571.67,431.49
4114,67,37,471.19,840.6
4115,64,38,140.79,266.39
4116,65,38,338.45,253.43
4117,66,38,560.14,431.26
4118,67,38,467.6,831.63
4119,64,39,130.52,248.55
4120,65,39,349.69,254.06
4121,66,39,548.77,430.77
4122,67,39,461.65,821.16
4123,64,40,120.24,230.68
4124,65,40,361.9,254.74
4125,66,40,536.55,430.05
4126,67,40,454.69,809.5
4127,64,41,110.2,213.23
4128,65,41,373.06,255.37
4129,66,41,525.25,429.4
4130,67,41,446.96,796.53
4131,64,42,99.82,195.18
4132,65,42,384.62,256.01
4133,66,42,516.22,428.87
4134,67,42,438.09,781.66
4135,64,43,90.04,178.2
4136,65,43,391.69,256.41
4137,66,43,510.78,428.55
4138,67,43,427.93,764.64
4139,64,44,79.96,160.68
4140,65,44,401.01,256.98
4141,66,44,505.39,427.01
4142,67,44,417.67,747.44
4143,64,45,69.9,143.19
4144,65,45,412.05,257.71
4145,66,45,503.96,422.1
4146,67,45,407.82,730.92
4147,64,46,59.6,125.28
4148,65,46,423.84,258.57
4149,66,46,504.15,415.03
4150,67,46,397.78,714.1
4151,64,47,49.64,107.98
4152,65,47,434.79,259.37
4153,66,47,504.46,405.67
4154,67,47,387.96,697.66
4155,64,48,39.66,90.62
4156,65,48,445.73,260.16
4157,66,48,504.83,394.35
4158,67,48,377.84,680.7
4159,68,48,1095.61,154.11
4160,64,49,29.82,73.53
4161,65,49,456.72,260.88
4162,66,49,505.21,382.95
4163,67,49,367.49,663.34
4164,68,49,1081.6,153.74
4165,64,50,19.82,56.14
4166,65,50,468.48,261.43
4167,66,50,505.61,370.94
4168,67,50,357.31,646.29
4169,68,50,1067.41,153.35
4170,64,51,9.51,38.14
4171,65,51,479.6,261.9
4172,66,51,506.0,359.4
4173,67,51,347.5,629.85
4174,68,51,1054.16,153.0
4175,64,52,2.6,19.4
4176,65,52,490.07,262.34
4177,66,52,506.38,347.79
4178,67,52,337.28,612.3
4179,68,52,1040.96,152.64
4180,65,53,496.2,262.6
4181,66,53,506.78,335.87
4182,67,53,327.34,594.68
4183,68,53,1027.3,152.27
4184,65,54,504.62,262.97
4185,66,54,507.19,323.52
4186,67,54,317.51,577.24
4187,68,54,1012.96,151.89
4188,65,55,514.42,263.44
4189,66,55,507.6,311.02
4190,67,55,307.62,559.72
4191,68,55,999.4,151.52
4192,65,56,526.44,264.02
4193,66,56,507.99,299.34
4194,67,56,298.08,542.8
4195,68,56,985.37,151.14
4196,65,57,537.51,264.58
4197,66,57,508.38,287.63
4198,67,57,288.21,525.3
4199,68,57,971.2,150.76
4200,65,58,548.45,265.13
4201,66,58,508.78,275.52
4202,67,58,278.52,508.13
4203,68,58,957.38,150.39
4204,65,59,559.92,265.66
4205,66,59,509.18,263.78
4206,67,59,268.88,491.04
4207,68,59,943.74,150.02
4208,65,00,571.88,266.05
4209,66,00,509.58,251.87
