,vehicle_id,time,latitude,longitude
3279,51,22,757.29,698.78
3280,53,22,269.56,655.68
3281,54,22,335.62,713
3282,51,23,782.87,697.89
3283,53,23,270.32,670.1
3284,54,23,356.87,712.57
3285,51,24,808.63,696.99
3286,53,24,270.88,684.97
3287,54,24,378.99,712.02
3288,55,24,154.11,1095.61
3289,51,25,833.5,696.48
3290,53,25,271.27,695.35
3291,54,25,399.08,711.15
3292,55,25,153.75,1082.31
3293,51,26,859.03,694.97
3294,53,26,271.49,701.24
3295,54,26,414.67,710.62
3296,55,26,153.41,1069.48
3297,51,27,884.74,693.6
3298,53,27,272.28,708.74
3299,54,27,427.21,710.19
3300,55,27,153.05,1056.18
3301,51,28,910.34,692.57
3302,53,28,277.5,714.85
3303,54,28,434.7,707.69
3304,55,28,152.7,1043.15
3305,51,29,935.67,691.61
3306,53,29,286.08,715.14
3307,54,29,436.82,701.17
3308,55,29,152.36,1030.34
3309,51,30,960.91,690.8
3310,53,30,297.06,714.63
3311,54,30,436.46,691.84
3312,55,30,152.01,1017.51
3313,51,31,985.62,689.46
3314,53,31,310.5,714
3315,54,31,436.01,680.3
3316,55,31,151.66,1004.35
3317,51,32,1005.84,688.46
3318,53,32,326.32,713.25
3319,54,32,435.49,666.96
3320,55,32,151.3,991.12
3321,51,33,1021.56,687.64
3322,53,33,344.57,712.82
3323,54,33,434.78,653.45
3324,55,33,150.94,977.8
3325,51,34,1033.04,686.99
3326,53,34,365.21,712.4
3327,54,34,434.03,640.77
3328,55,34,150.58,964.56
3329,51,35,1040.68,686.56
3330,53,35,387.49,711.64
3331,54,35,433.23,627.23
3332,55,35,150.23,951.36
3333,51,36,1043.49,688.41
3334,53,36,411.31,710.73
3335,54,36,432.6,614.36
3336,55,36,149.79,938.3
3337,51,37,1040.18,689.8
3338,53,37,434.83,709.91
3339,54,37,432.14,600.85
3340,55,37,149.29,925.52
3341,51,38,1034.83,690.1
3342,53,38,457.96,709.05
3343,54,38,431.79,586.96
3344,55,38,148.77,911.7
3345,51,39,1027.67,690.5
3346,53,39,481.54,708.19
3347,54,39,431.54,574.18
3348,55,39,148.29,898.68
3349,51,40,1018.4,691.03
3350,53,40,505.12,707.29
3351,54,40,431.28,561.01
3352,55,40,147.78,885.15
3353,56,40,597.35,382.07
3354,51,41,1007.16,691.6
3355,53,41,529.44,706.4
3356,54,41,430.74,548.34
3357,55,41,147.3,872.24
3358,56,41,598.51,379.82
3359,51,42,993.84,692.26
3360,53,42,551.4,705.59
3361,54,42,429.96,534.84
3362,55,42,146.83,859.66
3363,56,42,600.37,376.21
3364,51,43,979.2,692.99
3365,53,43,568.86,704.95
3366,54,43,429.26,522.89
3367,55,43,146.31,845.88
3368,56,43,603.16,370.82
3369,51,44,963.09,693.81
3370,53,44,582.13,704.47
3371,54,44,428.77,514.59
3372,55,44,145.8,832.06
3373,56,44,606.98,363.41
3374,51,45,945.39,694.44
3375,53,45,590.9,704.33
3376,54,45,428.54,510.55
3377,55,45,145.32,819.3
3378,56,45,611.95,353.8
3379,51,46,925.61,695.19
3380,53,46,595.9,704.29
3381,54,46,428.23,504.98
3382,55,46,144.85,806.62
3383,56,46,614.84,348.18
3384,51,47,903.46,696.04
3385,53,47,598.22,706.3
3386,54,47,427.82,497.32
3387,55,47,144.36,793.69
3388,56,47,616.09,345.98
3389,51,48,879.9,697.02
3390,53,48,595.95,707.49
3391,54,48,427.34,488.1
3392,55,48,143.88,780.69
3393,56,48,618.38,345.77
3394,51,49,854.27,698.43
3395,53,49,591.51,707.52
3396,54,49,426.8,477.4
3397,55,49,143.38,767.44
3398,56,49,618.6,347.86
3399,51,50,829.04,699.71
3400,53,50,585.26,707.6
3401,54,50,426.16,464.82
3402,55,50,142.91,754.63
3403,56,50,616.93,351.11
3404,51,51,803.53,700.37
3405,53,51,577.47,707.84
3406,54,51,425.45,451.03
3407,55,51,142.45,742.44
3408,56,51,614.53,355.75
3409,51,52,778.19,701.25
3410,53,52,568.37,708.17
3411,54,52,424.75,438.13
3412,55,52,142.15,734.36
3413,56,52,611.12,362.35
3414,51,53,753.4,702.12
3415,53,53,557.27,708.58
3416,54,53,423.98,424.31
3417,55,53,141.98,729.94
3418,56,53,606.76,370.8
3419,51,54,727.55,703.25
3420,53,54,544,709.06
3421,54,54,423.27,411.45
3422,55,54,143.16,723.84
3423,56,54,601.74,380.54
3424,51,55,702.38,703.81
3425,53,55,528.59,709.63
3426,54,55,422.47,397.54
3427,55,55,150.42,719.6
3428,56,55,596.54,390.82
3429,51,56,677.63,704.97
3430,53,56,510.59,710.29
3431,54,56,421.69,384.8
3432,55,56,158.33,718.89
3433,56,56,594.65,402.04
3434,57,56,1092.38,569.13
3435,51,57,652.9,705.34
3436,53,57,490.49,711.06
3437,54,57,420.87,372.16
3438,55,57,168.32,718.66
3439,56,57,595.18,413.56
3440,57,57,1069.05,560.11
3441,53,58,467.93,711.89
3442,54,58,419.98,358.34
3443,55,58,179.98,718.39
3444,56,58,595.71,425.26
3445,57,58,1046.44,551.36
3446,54,59,419.14,345.37
3447,55,59,193.18,718.08
3448,56,59,596.27,437.56
3449,57,59,1023.07,542.32
3450,54,0,418.28,332.11
3451,55,0,208.77,717.64
3452,56,0,596.79,448.92
3453,57,0,999.46,533.18
3454,54,1,417.4,318.52
3455,55,1,226.4,716.95
3456,56,1,597.33,460.85
3457,57,1,976.68,524.37
3458,54,2,416.51,304.85
3459,55,2,246.11,716.19
3460,56,2,597.9,473.31
3461,57,2,953.83,515.53
3462,54,3,416.32,291.91
3463,55,3,267.32,715.55
3464,56,3,598.43,484.91
3465,57,3,931.01,506.7
3466,54,4,422.22,280.2
3467,55,4,288.6,715.02
3468,56,4,598.93,496.29
3469,57,4,907.55,497.62
3470,54,5,429.04,268.87
3471,55,5,310.34,714.01
3472,56,5,599.4,507.84
3473,57,5,887.17,489.74
3474,54,6,435,258.99
3475,55,6,331.65,713.08
3476,56,6,599.81,519.07
3477,57,6,868.17,488.17
3478,54,7,439.52,251.48
3479,55,7,353.35,712.64
3480,56,7,600.24,531.04
3481,57,7,852.86,488.6
3482,54,8,441.72,247.84
3483,55,8,374.93,712.2
3484,56,8,600.66,542.4
3485,57,8,838.11,489
3486,54,9,443.82,247.03
3487,55,9,396.47,711.24
3488,56,9,601.21,554.54
3489,57,9,822.74,489.5
3490,54,10,444.56,249.31
3491,55,10,418.46,710.49
3492,56,10,601.85,565.98
3493,57,10,806.98,490.08
3494,54,11,442.21,253.22
3495,55,11,440,709.72
3496,56,11,602.53,578.3
3497,57,11,792.02,490.63
3498,58,11,450.14,605.45
3499,54,12,438.9,258.71
3500,55,12,461.85,708.91
3501,56,12,602.97,586.13
3502,57,12,776.66,491.2
3503,58,12,452.62,605.35
3504,54,13,434.49,266.03
3505,55,13,483.91,708.1
3506,56,13,603.39,596.27
3507,57,13,761.41,491.78
3508,58,13,456.97,605.19
3509,54,14,429.38,274.52
3510,55,14,505.38,707.28
3511,56,14,603.75,607.69
3512,57,14,745.9,492.54
3513,58,14,463.16,604.95
3514,54,15,423.3,284.6
3515,55,15,527.46,706.47
3516,56,15,604.47,619.26
3517,57,15,730.33,493.32
3518,58,15,471.74,604.62
3519,55,16,549.17,705.67
3520,56,16,605.2,630.51
3521,57,16,715.15,494.08
3522,58,16,482.88,604.2
3523,55,17,571.07,704.87
3524,56,17,605.96,642.12
3525,57,17,699.52,494.87
3526,58,17,495.75,603.71
3527,55,18,592.11,704.32
3528,56,18,606.73,654.53
3529,57,18,683.87,495.66
3530,58,18,508.67,603.21
3531,55,19,613.32,703.77
3532,56,19,607.25,666.87
3533,57,19,668.1,496.45
3534,58,19,522.19,602.7
3535,55,20,634.75,703.12
3536,56,20,607.66,678.9
3537,57,20,652.29,497.25
3538,58,20,535.61,602.19
3539,56,21,607.98,688.25
3540,57,21,636.55,498.04
3541,58,21,548.85,601.68
3542,56,22,608.19,694.54
3543,57,22,621.91,498.78
3544,58,22,562.8,601.15
3545,56,23,607.75,701.31
3546,57,23,611.76,499.29
3547,58,23,576.6,600.63
3548,56,24,603.22,706.15
3549,57,24,606.11,499.57
3550,58,24,587.53,600.21
3551,56,25,595.63,707.49
3552,57,25,599.91,502.43
3553,58,25,595.82,598.32
3554,56,26,585.56,707.6
3555,57,26,599.44,508.95
3556,58,26,599.83,591.73
3557,56,27,573.76,707.97
3558,57,27,599.77,518.14
3559,58,27,599.62,583.64
3560,59,27,592.74,704.31
3561,56,28,559.37,708.5
3562,57,28,600.19,529.52
3563,58,28,599.04,573.17
3564,59,28,594.58,704.3
3565,56,29,542.86,709.11
3566,57,29,600.7,543.41
3567,58,29,598.33,560.41
3568,59,29,597.91,704.99
3569,56,30,524.2,709.79
3570,57,30,601.44,558.55
3571,58,30,597.66,547.23
3572,59,30,597.62,706.96
3573,56,31,505.25,710.49
3574,57,31,602.24,572.95
3575,58,31,597.14,533.8
3576,59,31,595.12,707.49
3577,56,32,486.12,711.23
3578,57,32,602.79,582.87
3579,58,32,596.62,519.67
3580,59,32,590.42,707.53
3581,56,33,467.06,711.93
3582,57,33,603.09,588.29
3583,58,33,596.24,509.29
3584,59,33,584.09,707.63
3585,56,34,447.93,712.63
3586,57,34,603.36,595.45
3587,58,34,596.35,503.4
3588,59,34,575.22,707.92
3589,56,35,429.27,713.31
3590,57,35,603.66,604.92
3591,58,35,599.88,497.76
3592,59,35,564.26,708.32
3593,56,36,413.04,713.87
3594,57,36,604.29,616.48
3595,58,36,607.09,496.32
3596,59,36,550.89,708.81
3597,56,37,401.31,714.28
3598,57,37,605.16,629.87
3599,58,37,617.04,495.82
3600,59,37,535.08,709.39
3601,56,38,394.09,714.65
3602,57,38,606.15,645.01
3603,58,38,628.54,495.24
3604,59,38,516.72,710.07
3605,56,39,387.47,716.15
3606,57,39,607.01,660.33
3607,58,39,642.53,494.54
3608,59,39,496.65,710.82
3609,56,40,384.14,721.79
3610,57,40,607.53,674.97
3611,58,40,656,493.86
3612,59,40,476.24,711.59
3613,56,41,384.24,731.28
3614,57,41,607.89,685.61
3615,58,41,669.61,493.17
3616,59,41,455.31,712.36
3617,56,42,384.66,742.84
3618,57,42,608.13,692.84
3619,58,42,682.67,492.51
3620,59,42,434.66,713.11
3621,56,43,385.11,754.96
3622,57,43,607.24,702.39
3623,58,43,696.51,491.82
3624,59,43,413.99,713.84
3625,60,43,632.31,345.24
3626,56,44,385.56,767.14
3627,57,44,599.19,707.17
3628,58,44,709.77,491.15
3629,59,44,393.32,714.58
3630,60,44,634.04,346.28
3631,56,45,386.02,779.35
3632,57,45,590.09,707.53
3633,58,45,723.26,490.47
3634,59,45,372.6,715.45
3635,60,45,636.9,347.98
3636,56,46,386.44,790.93
3637,58,46,736.5,489.8
3638,59,46,352.08,715.86
3639,60,46,641.8,350.91
3640,56,47,386.89,803.21
3641,58,47,750.28,489.11
3642,59,47,330.89,716.29
3643,60,47,648.66,355
3644,56,48,387.19,811.16
3645,58,48,763.4,488.49
3646,59,48,309.43,717.25
3647,60,48,657.71,360.4
3648,56,49,387.32,814.6
3649,58,49,776.98,487.99
3650,59,49,288.76,718.22
3651,60,49,668.9,367.08
3652,56,50,385.99,817.05
3653,58,50,790.51,487.49
3654,59,50,268.24,718.74
3655,60,50,681.24,374.44
3656,56,51,384.43,816
3657,58,51,803.6,487.01
3658,59,51,247.37,719.34
3659,60,51,695.29,382.82
3660,56,52,384.09,813.88
3661,58,52,817.66,486.49
3662,59,52,226.28,720.16
3663,60,52,710.72,392.03
3664,56,53,383.92,809.37
3665,58,53,830.78,486.01
3666,59,53,205.53,720.96
3667,60,53,728.3,402.52
3668,56,54,383.66,802.3
3669,58,54,843.95,485.64
3670,59,54,186.37,721.44
3671,60,54,748.05,414.3
3672,56,55,383.33,793.58
3673,58,55,854.2,485.36
3674,59,55,171.44,721.79
3675,60,55,767.93,426.17
3676,56,56,382.95,783.13
3677,58,56,860.24,485.19
3678,59,56,161,722.03
3679,60,56,787.73,437.98
3680,56,57,382.53,771.77
3681,58,57,862.99,485.17
3682,59,57,155.09,722.4
3683,60,57,807.78,449.94
3684,56,58,382.08,759.41
3685,58,58,864.02,487.59
3686,59,58,151.56,725.56
3687,60,58,826.45,461.08
3688,61,58,832.36,592.8
3689,58,59,860.89,488.38
3690,59,59,151.45,731.2
3691,60,59,842.04,468.32
3692,61,59,817.06,593.49
3693,58,0,855.18,488.53
3694,59,0,151.74,738.64
3695,60,0,854.3,473.21
3696,61,0,801.95,594.05
3697,58,1,847.13,488.75
3698,59,1,152.12,748.37
3699,60,1,862.47,476.48
3700,61,1,787.7,594.57
3701,58,2,837.28,489.02
3702,59,2,152.57,759.93
3703,60,2,866.16,478.56
3704,61,2,773.27,595.11
3705,58,3,825.63,489.4
3706,59,3,153.07,772.97
3707,60,3,868.38,483.58
3708,61,3,758.32,595.66
3709,58,4,812.13,489.89
3710,59,4,153.56,785.48
3711,60,4,864.51,487.73
3712,61,4,742.99,596.23
3713,58,5,798.01,490.41
3714,59,5,154.07,798.63
3715,60,5,858.06,488.46
3716,61,5,728.36,596.77
3717,58,6,783.83,490.94
3718,59,6,154.59,811.81
3719,60,6,849.39,488.69
3720,61,6,714.02,597.3
3721,58,7,770.65,491.42
3722,59,7,155.09,824.67
3723,60,7,839.03,488.98
3724,61,7,699.3,597.84
3725,59,8,155.59,837.73
3726,60,8,826.26,489.38
3727,61,8,684.69,598.38
3728,59,9,156.1,850.76
3729,60,9,811.51,489.92
3730,61,9,669.72,598.94
3731,59,10,156.62,864.05
3732,60,10,797.71,490.43
3733,61,10,654.89,599.48
3734,59,11,157.13,877.2
3735,60,11,783.9,490.93
3736,61,11,639.42,600.01
3737,59,12,157.62,889.85
3738,60,12,768.88,491.49
3739,61,12,624.66,600.48
3740,59,13,158.14,903.11
3741,60,13,754.91,492.09
3742,61,13,609.92,601.34
3743,59,14,158.65,916.28
3744,60,14,740.92,492.79
3745,61,14,594.59,602.8
3746,62,14,154.11,1095.61
3747,59,15,159.13,928.69
3748,60,15,726.18,493.53
3749,61,15,580.01,603.69
3750,62,15,153.76,1082.62
3751,59,16,159.68,941.54
3752,60,16,711.76,494.25
3753,61,16,565.36,604.25
3754,62,16,153.41,1069.52
3755,59,17,160,954.27
3756,60,17,697.07,494.99
3757,61,17,551.07,604.79
3758,62,17,153.04,1055.66
3759,59,18,160.32,967.5
3760,60,18,682.29,495.74
3761,61,18,536.73,605.34
3762,62,18,152.68,1042.3
3763,59,19,160.63,980.48
3764,60,19,668.36,496.44
3765,61,19,522.22,605.89
3766,62,19,152.3,1028.4
3767,59,20,160.94,993.28
3768,60,20,653.74,497.17
3769,61,20,507.34,606.46
3770,62,20,151.95,1015.27
3771,59,21,161.23,1005.49
3772,60,21,639.96,497.87
3773,61,21,492.48,607.03
3774,62,21,151.59,1001.94
3775,59,22,161.53,1018.28
3776,60,22,625.58,498.59
3777,61,22,478.12,607.57
3778,62,22,151.24,988.81
3779,59,23,161.84,1030.97
3780,60,23,615.25,499.11
3781,61,23,463.92,608.12
3782,62,23,150.88,975.39
3783,59,24,162.16,1044.22
3784,60,24,607.92,499.48
3785,61,24,454.21,608.48
3786,62,24,150.5,961.29
3787,59,25,162.46,1056.88
3788,60,25,601.58,500.58
3789,61,25,448.2,608.71
3790,62,25,150.12,947.39
3791,59,26,162.76,1069.53
3792,60,26,599.33,506.05
3793,61,26,439.8,608.24
3794,62,26,149.61,934.04
3795,59,27,163.05,1081.72
3796,60,27,599.62,513.9
3797,61,27,432.88,601.65
3798,62,27,149.13,921.19
3799,59,28,163.36,1094.58
3800,60,28,599.98,523.93
3801,61,28,431.89,591.71
3802,62,28,148.63,907.99
3803,60,29,600.41,535.43
3804,61,29,431.64,579.32
3805,62,29,148.15,895.06
3806,60,30,600.92,548.28
3807,61,30,431.36,565.2
3808,62,30,147.66,881.93
3809,63,30,428.45,509.11
3810,60,31,601.66,562.57
3811,61,31,430.85,550.16
3812,62,31,147.18,869.02
3813,63,31,429.65,507.6
3814,60,32,602.38,575.58
3815,61,32,429.99,535.41
3816,62,32,146.68,855.76
3817,63,32,431.66,509.08
3818,60,33,602.88,584.46
3819,61,33,429.32,523.95
3820,62,33,146.18,842.27
3821,63,33,431.94,514.01
3822,60,34,603.12,588.85
3823,61,34,428.79,514.81
3824,62,34,145.69,829.28
3825,63,34,432.31,520.3
3826,60,35,603.35,594.89
3827,61,35,428.51,510.16
3828,62,35,145.18,815.61
3829,63,35,432.77,528.27
3830,60,36,603.59,602.64
3831,61,36,429.99,507.43
3832,62,36,144.7,802.65
3833,63,36,433.33,537.89
3834,60,37,604.01,612.2
3835,61,37,431.72,510.15
3836,62,37,144.18,788.78
3837,63,37,434.04,550.03
3838,60,38,604.79,624.25
3839,61,38,432.06,516.05
3840,62,38,143.67,774.99
3841,63,38,434.53,563.44
3842,60,39,605.71,638.34
3843,61,39,432.55,524.37
3844,62,39,143.18,762.04
3845,63,39,434.78,576.22
3846,60,40,606.6,652.05
3847,61,40,433.15,534.65
3848,62,40,142.67,748.34
3849,63,40,435.02,588.64
3850,60,41,607.22,665.86
3851,61,41,433.88,547.19
3852,62,41,142.27,737.49
3853,63,41,435.35,601.46
3854,60,42,607.69,679.94
3855,61,42,434.5,561.83
3856,62,42,142.01,730.71
3857,63,42,435.78,614.13
3858,60,43,608.02,689.53
3859,61,43,434.79,576.58
3860,62,43,144.23,722.71
3861,63,43,436.47,627.76
3862,60,44,608.22,695.56
3863,61,44,435.06,590.89
3864,62,44,152.52,719.38
3865,63,44,437.21,640.26
3866,60,45,606.86,702.96
3867,62,45,160.69,718.84
3868,63,45,437.98,653.16
3869,64,45,603.07,647.08
3870,60,46,599.75,707.1
3871,62,46,171.36,718.59
3872,63,46,438.63,665.74
3873,64,46,602.92,644.72
3874,60,47,590.88,707.53
3875,62,47,184.11,718.29
3876,63,47,439.13,678.47
3877,64,47,602.62,640.19
3878,60,48,579.53,707.76
3879,62,48,198.34,717.96
3880,63,48,439.6,690.44
3881,64,48,602.2,633.65
3882,60,49,565.61,708.27
3883,62,49,214.3,717.42
3884,63,49,439.89,697.92
3885,64,49,601.63,624.91
3886,60,50,549.73,708.85
3887,62,50,231.94,716.74
3888,63,50,439.11,706.93
3889,64,50,601,615.26
3890,60,51,531.91,709.51
3891,62,51,251.92,715.96
3892,63,51,433.25,712.36
3893,64,51,600.67,610.1
3894,60,52,512.21,710.23
3895,62,52,273.65,715.46
3896,63,52,424.67,713.47
3897,64,52,600.38,602.51
3898,60,53,490.69,711.05
3899,62,53,295.63,714.69
3900,63,53,413.79,713.85
3901,64,53,600.07,592.53
3902,60,54,467.67,711.9
3903,62,54,317.03,713.68
3904,63,54,400.65,714.3
3905,64,54,599.45,580.59
3906,60,55,445.61,712.71
3907,62,55,339.48,712.92
3908,63,55,385.17,714.95
3909,64,55,598.77,568.4
3910,60,56,423.33,713.52
3911,62,56,360.83,712.49
3912,63,56,367.92,715.54
3913,64,56,598.09,556.14
3914,60,57,400.05,714.32
3915,62,57,382.16,711.88
3916,63,57,348.98,715.92
3917,64,57,597.49,543.28
3918,60,58,376.47,715.34
3919,62,58,404.69,710.96
3920,63,58,328.6,716.37
3921,64,58,597.05,531.32
3922,60,59,352.61,715.85
3923,62,59,426.53,710.21
3924,63,59,309.02,717.27
3925,64,59,596.61,519.31
3926,60,0,330.28,716.31
3927,62,0,449.01,709.38
3928,63,0,293.29,718.01
3929,64,0,596.16,506.9
3930,60,1,312.4,717.11
3931,62,1,471.11,708.57
3932,63,1,282.04,718.54
3933,64,1,595.64,494.25
3934,65,1,6.11,-0.58
3935,60,2,298.1,717.78
3936,62,2,492.9,707.77
3937,63,2,275.05,719.21
3938,64,2,595.09,481.9
3939,65,2,23.58,0.29
3940,60,3,288.22,718.25
3941,62,3,514.48,706.94
3942,63,3,269.11,720.78
3943,64,3,594.53,469.63
3944,65,3,41.1,7.48
3945,60,4,281.06,718.63
3946,62,4,536.41,706.14
3947,63,4,271.4,725.23
3948,64,4,593.98,457.6
3949,65,4,58.09,17.26
3950,60,5,273.21,719.39
3951,62,5,557.85,705.35
3952,63,5,273.39,730.81
3953,64,5,593.44,445.8
3954,65,5,74.22,26.54
3955,60,6,268.88,723.53
3956,62,6,574.79,704.73
3957,63,6,273.69,739.08
3958,64,6,592.87,433.22
3959,65,6,90.48,35.89
3960,60,7,273.29,728.19
3961,62,7,587.97,704.35
3962,63,7,274.06,749.15
3963,64,7,592.29,420.49
3964,65,7,106.94,45.36
3965,60,8,273.64,737.74
3966,62,8,596.67,704.28
3967,63,8,274.53,760.85
3968,64,8,591.7,407.54
3969,65,8,123.46,54.86
3970,60,9,274.07,749.56
3971,62,9,603.14,702.52
3972,63,9,275.03,773.41
3973,64,9,591.78,394.69
3974,65,9,139.82,64.28
3975,60,10,274.62,763.27
3976,62,10,605.04,695.97
3977,63,10,275.53,785.88
3978,64,10,596.69,383.35
3979,65,10,155.82,73.48
3980,60,11,275.13,775.96
3981,62,11,604.72,686.45
3982,63,11,276.04,798.82
3983,64,11,602.45,372.18
3984,65,11,172.75,83.22
3985,60,12,275.63,788.39
3986,62,12,604.34,675.4
3987,63,12,276.55,811.41
3988,64,12,607.95,361.55
3989,65,12,188.78,92.45
3990,60,13,276.13,801.08
3991,62,13,603.89,662.17
3992,63,13,277.08,824.79
3993,64,13,612.21,353.28
3994,65,13,204.7,101.6
3995,60,14,276.68,814.73
3996,62,14,603.2,649.03
3997,63,14,277.61,837.87
3998,64,14,614.72,348.43
3999,65,14,220.89,110.92
4000,60,15,277.19,827.59
4001,62,15,602.31,635.35
4002,63,15,278.12,850.63
4003,64,15,616.79,342.85
4004,65,15,237.53,120.49
4005,60,16,277.71,840.39
4006,62,16,601.46,622.3
4007,63,16,278.63,863.35
4008,64,16,613.65,338.04
4009,65,16,250.92,128.19
4010,60,17,278.21,853.08
4011,63,17,279.15,876.57
4012,64,17,607,334.3
4013,65,17,260.94,133.96
4014,66,17,583.58,603.55
4015,60,18,278.75,866.47
4016,63,18,279.69,889.86
4017,64,18,598.54,329.52
4018,65,18,268.1,138.07
4019,66,18,582.18,603.61
4020,60,19,279.3,880.2
4021,63,19,280.19,902.46
4022,64,19,588.62,323.93
4023,65,19,272.67,143.11
4024,66,19,579.46,603.71
4025,60,20,279.81,892.98
4026,63,20,280.73,915.95
4027,64,20,576.74,317.23
4028,65,20,271.9,148.82
4029,66,20,574.34,603.91
4030,60,21,280.32,905.77
4031,63,21,281.27,929.55
4032,64,21,562.67,309.29
4033,65,21,268.94,154.29
4034,66,21,567.82,604.16
4035,60,22,280.86,919.22
4036,63,22,281.77,942.1
4037,64,22,547.41,300.68
4038,65,22,264.72,161.5
4039,66,22,559.82,604.46
4040,60,23,281.4,932.7
4041,63,23,282.25,955.11
4042,64,23,530.36,291.06
4043,65,23,259.79,169.94
4044,66,23,549.66,604.85
4045,60,24,281.89,945.38
4046,63,24,282.75,968.32
4047,64,24,512.31,280.88
4048,65,24,254.09,179.7
4049,66,24,537.39,605.31
4050,60,25,282.4,958.91
4051,63,25,283.22,980.87
4052,64,25,495,271.12
4053,65,25,248.33,189.56
4054,66,25,525.94,605.75
4055,60,26,282.85,970.85
4056,63,26,283.69,993.37
4057,64,26,476.89,260.9
4058,65,26,246.61,201.23
4059,66,26,514.54,606.19
4060,60,27,283.32,983.42
4061,63,27,284.21,1007.04
4062,64,27,459.29,250.97
4063,65,27,247.17,212.96
4064,66,27,502.56,606.64
4065,60,28,283.81,996.61
4066,63,28,284.68,1019.65
4067,64,28,441.21,240.73
4068,65,28,247.7,224.2
4069,66,28,490.24,607.11
4070,60,29,284.31,1009.89
4071,63,29,285.16,1032.35
4072,64,29,423.91,230.85
4073,65,29,248.24,235.81
4074,66,29,478.11,607.57
4075,60,30,284.79,1022.54
4076,63,30,285.65,1045.4
4077,64,30,406.43,220.86
4078,65,30,248.77,246.98
4079,66,30,466.36,608.02
4080,60,31,285.28,1035.75
4081,63,31,286.15,1058.7
4082,64,31,388.96,210.87
4083,65,31,249.31,258.47
4084,66,31,455.66,608.43
4085,60,32,285.77,1048.65
4086,63,32,286.62,1071.41
4087,64,32,371.68,201
4088,65,32,249.84,269.91
4089,66,32,448.27,608.71
4090,60,33,286.24,1061.12
4091,63,33,287.1,1084.18
4092,64,33,354.07,190.93
4093,65,33,250.36,280.9
4094,66,33,439.66,608.23
4095,67,33,859.01,478.54
4096,60,34,286.74,1074.38
4097,63,34,287.57,1096.59
4098,64,34,336.19,180.71
4099,65,34,250.92,292.99
4100,66,34,433.89,603.34
4101,67,34,856.77,477.65
4102,60,35,287.19,1086.53
4103,64,35,318.74,170.74
4104,65,35,251.49,303.95
4105,66,35,431.96,595.13
4106,67,35,853.26,476.24
4107,64,36,301.2,160.71
4108,65,36,252.14,315.52
4109,66,36,431.74,584.04
4110,67,36,847.94,474.12
4111,64,37,284.12,150.95
4112,65,37,252.79,327.2
4113,66,37,431.49,571.67
4114,67,37,840.6,471.19
4115,64,38,266.39,140.79
4116,65,38,253.43,338.45
4117,66,38,431.26,560.14
4118,67,38,831.63,467.6
4119,64,39,248.55,130.52
4120,65,39,254.06,349.69
4121,66,39,430.77,548.77
4122,67,39,821.16,461.65
4123,64,40,230.68,120.24
4124,65,40,254.74,361.9
4125,66,40,430.05,536.55
4126,67,40,809.5,454.69
4127,64,41,213.23,110.2
4128,65,41,255.37,373.06
4129,66,41,429.4,525.25
4130,67,41,796.53,446.96
4131,64,42,195.18,99.82
4132,65,42,256.01,384.62
4133,66,42,428.87,516.22
4134,67,42,781.66,438.09
4135,64,43,178.2,90.04
4136,65,43,256.41,391.69
4137,66,43,428.55,510.78
4138,67,43,764.64,427.93
4139,64,44,160.68,79.96
4140,65,44,256.98,401.01
4141,66,44,427.01,505.39
4142,67,44,747.44,417.67
4143,64,45,143.19,69.9
4144,65,45,257.71,412.05
4145,66,45,422.1,503.96
4146,67,45,730.92,407.82
4147,64,46,125.28,59.6
4148,65,46,258.57,423.84
4149,66,46,415.03,504.15
4150,67,46,714.1,397.78
4151,64,47,107.98,49.64
4152,65,47,259.37,434.79
4153,66,47,405.67,504.46
4154,67,47,697.66,387.96
4155,64,48,90.62,39.66
4156,65,48,260.16,445.73
4157,66,48,394.35,504.83
4158,67,48,680.7,377.84
4159,68,48,154.11,1095.61
4160,64,49,73.53,29.82
4161,65,49,260.88,456.72
4162,66,49,382.95,505.21
4163,67,49,663.34,367.49
4164,68,49,153.74,1081.6
4165,64,50,56.14,19.82
4166,65,50,261.43,468.48
4167,66,50,370.94,505.61
4168,67,50,646.29,357.31
4169,68,50,153.35,1067.41
4170,64,51,38.14,9.51
4171,65,51,261.9,479.6
4172,66,51,359.4,506
4173,67,51,629.85,347.5
4174,68,51,153,1054.16
4175,64,52,19.4,2.6
4176,65,52,262.34,490.07
4177,66,52,347.79,506.38
4178,67,52,612.3,337.28
4179,68,52,152.64,1040.96
4180,65,53,262.6,496.2
4181,66,53,335.87,506.78
4182,67,53,594.68,327.34
4183,68,53,152.27,1027.3
4184,65,54,262.97,504.62
4185,66,54,323.52,507.19
4186,67,54,577.24,317.51
4187,68,54,151.89,1012.96
4188,65,55,263.44,514.42
4189,66,55,311.02,507.6
4190,67,55,559.72,307.62
4191,68,55,151.52,999.4
4192,65,56,264.02,526.44
4193,66,56,299.34,507.99
4194,67,56,542.8,298.08
4195,68,56,151.14,985.37
4196,65,57,264.58,537.51
4197,66,57,287.63,508.38
4198,67,57,525.3,288.21
4199,68,57,150.76,971.2
4200,65,58,265.13,548.45
4201,66,58,275.52,508.78
4202,67,58,508.13,278.52
4203,68,58,150.39,957.38
4204,65,59,265.66,559.92
4205,66,59,263.78,509.18
4206,67,59,491.04,268.88
4207,68,59,150.02,943.74
4208,65,0,266.05,571.88
